"_id","amount","balance","description","group","name","ref_id","transaction_date","type"
"5c7790218d9166396db0c8b7",20000,31165,"Make a deposit","TA","intrepidtours","ANZ 312560 (28/02/2019)","2019-02-28 14:39:13","deposit"
"5c776c8d8d9166396db0c829",0,11165,"Final settlement","TA","intrepidtours","00046669","2019-02-28 12:07:25","confirmed"
"5c7740399e44fa06907a8cfb",0,11165,"Final settlement","TA","intrepidtours","00046688","2019-02-28 08:58:17","confirmed"
"5c773b8e8d9166396db0c6d8",0,11165,"Final settlement","TA","intrepidtours","00047116","2019-02-28 08:38:22","confirmed"
"5c773a228d9166396db0c6b8",37,11165,"Update an order","TA","intrepidtours","00047116","2019-02-28 08:32:18","refund"
"5c7738c59e44fa06907a8c84",0,11128,"Final settlement","TA","intrepidtours","00046672","2019-02-28 08:26:29","confirmed"
"5c7738469e44fa06907a8c7d",0,11128,"Final settlement","TA","intrepidtours","00046689","2019-02-28 08:24:22","confirmed"
"5c7666629e44fa06907a8aaa",-148,11128,"Approved order 5c7666449e44fa06907a8aa5","TA","intrepidtours","00047119","2019-02-27 17:28:50","withdraw"
"5c7666519e44fa06907a8aa7",-372,11276,"Approved order 5c7666238d9166396db0c4e0","TA","intrepidtours","00047118","2019-02-27 17:28:33","withdraw"
"5c7666449e44fa06907a8aa6",0,11648,"Make an order for an approval","TA","intrepidtours","5c7666449e44fa06907a8aa5","2019-02-27 17:28:20","tentative"
"5c7666389e44fa06907a8aa2",-222,11648,"Approved order 5c7664d09e44fa06907a8aa0","TA","intrepidtours","00047117","2019-02-27 17:28:08","withdraw"
"5c76662c8d9166396db0c4e2",-111,11870,"Approved order 5c7664a39e44fa06907a8a9e","TA","intrepidtours","00047116","2019-02-27 17:27:56","withdraw"
"5c7666238d9166396db0c4e1",0,11981,"Make an order for an approval","TA","intrepidtours","5c7666238d9166396db0c4e0","2019-02-27 17:27:47","tentative"
"5c7664d09e44fa06907a8aa1",0,11981,"Make an order for an approval","TA","intrepidtours","5c7664d09e44fa06907a8aa0","2019-02-27 17:22:08","tentative"
"5c7664a39e44fa06907a8a9f",0,11981,"Make an order for an approval","TA","intrepidtours","5c7664a39e44fa06907a8a9e","2019-02-27 17:21:23","tentative"
"5c7659ec8d9166396db0c4b1",-481,11981,"Approved order 5c7659199e44fa06907a8a63","TA","intrepidtours","00047111","2019-02-27 16:35:40","withdraw"
"5c7659199e44fa06907a8a64",0,12462,"Make an order for an approval","TA","intrepidtours","5c7659199e44fa06907a8a63","2019-02-27 16:32:09","tentative"
"5c7657418d9166396db0c4a6",-434,12462,"Approved order 5c76541f9e44fa06907a8a51","TA","intrepidtours","00047109","2019-02-27 16:24:17","withdraw"
"5c7657329e44fa06907a8a5f",-144,12896,"Approved order 5c7655bf8d9166396db0c4a1","TA","intrepidtours","00047108","2019-02-27 16:24:02","withdraw"
"5c7655bf8d9166396db0c4a2",0,13040,"Make an order for an approval","TA","intrepidtours","5c7655bf8d9166396db0c4a1","2019-02-27 16:17:51","tentative"
"5c76541f9e44fa06907a8a52",0,13040,"Make an order for an approval","TA","intrepidtours","5c76541f9e44fa06907a8a51","2019-02-27 16:10:55","tentative"
"5c763ff98d9166396db0c436",0,13040,"Final settlement","TA","intrepidtours","00046667","2019-02-27 14:44:57","confirmed"
"5c762f118d9166396db0c3eb",74,13040,"Final ticket change","TA","intrepidtours","00046668","2019-02-27 13:32:49","confirm_refund"
"5c75ee979e44fa06907a870a",0,12966,"Final settlement","TA","intrepidtours","00046698","2019-02-27 08:57:43","confirmed"
"5c75ede78d9166396db0c228",0,12966,"Final settlement","TA","intrepidtours","00046670","2019-02-27 08:54:47","confirmed"
"5c75ecaf8d9166396db0c216",0,12966,"Final settlement","TA","intrepidtours","00046697","2019-02-27 08:49:35","confirmed"
"5c75ebe19e44fa06907a86f3",74,12966,"Update an order","TA","intrepidtours","00046697","2019-02-27 08:46:09","refund"
"5c75e8229e44fa06907a86bb",0,12892,"Final settlement","TA","intrepidtours","00046696","2019-02-27 08:30:10","confirmed"
"5c75e7399e44fa06907a86aa",0,12892,"Final settlement","TA","intrepidtours","00046193","2019-02-27 08:26:17","confirmed"
"5c75e72a9e44fa06907a86a6",-259,12892,"Update an order","TA","intrepidtours","00046697","2019-02-27 08:26:02","extra"
"5c75e6048d9166396db0c19d",148,13151,"Update an order","TA","intrepidtours","00046696","2019-02-27 08:21:08","refund"
"5c75d80a8d9166396db0c0e9",0,13003,"Final settlement","TA","intrepidtours","00046194","2019-02-27 07:21:30","confirmed"
"5c75111a8d9166396db0bfc4",-37,13003,"Update an order","TA","intrepidtours","00046697","2019-02-26 17:12:42","extra"
"5c7505338d9166396db0bf6f",111,13040,"Cancel order","TA","intrepidtours","00045726","2019-02-26 16:21:55","refund"
"5c749ffc9e44fa06907a8095",0,12929,"Final settlement","TA","intrepidtours","00046695","2019-02-26 09:10:04","confirmed"
"5c7499668d9166396db0bc79",0,12929,"Final settlement","TA","intrepidtours","00046199","2019-02-26 08:41:58","confirmed"
"5c73f2848d9166396db0bad5",-18012,12929,"Make a deposit","TA","intrepidtours","Adjust to correct balance - tour start using on 20-02-2019","2019-02-25 20:49:56","deposit"
"5c73c5688d9166396db0ba99",-124,30941,"Approved order 5c73c5568d9166396db0ba97","TA","intrepidtours","00046698","2019-02-25 17:37:28","withdraw"
"5c73c55b9e44fa06907a7e74",-74,31065,"Approved order 5c73c5199e44fa06907a7e72","TA","intrepidtours","00046697","2019-02-25 17:37:15","withdraw"
"5c73c5568d9166396db0ba98",0,31139,"Make an order for an approval","TA","intrepidtours","5c73c5568d9166396db0ba97","2019-02-25 17:37:10","tentative"
"5c73c5199e44fa06907a7e73",0,31139,"Make an order for an approval","TA","intrepidtours","5c73c5199e44fa06907a7e72","2019-02-25 17:36:09","tentative"
"5c73c5029e44fa06907a7e6f",-444,31139,"Approved order 5c73c4de8d9166396db0ba95","TA","intrepidtours","00046696","2019-02-25 17:35:46","withdraw"
"5c73c4de8d9166396db0ba96",0,31583,"Make an order for an approval","TA","intrepidtours","5c73c4de8d9166396db0ba95","2019-02-25 17:35:10","tentative"
"5c73c4a68d9166396db0ba92",-74,31583,"Approved order 5c73c45c9e44fa06907a7e6d","TA","intrepidtours","00046695","2019-02-25 17:34:14","withdraw"
"5c73c45c9e44fa06907a7e6e",0,31657,"Make an order for an approval","TA","intrepidtours","5c73c45c9e44fa06907a7e6d","2019-02-25 17:33:00","tentative"
"5c73be3b8d9166396db0ba6b",-434,31657,"Approved order 5c73bbd98d9166396db0ba4e","TA","intrepidtours","00046689","2019-02-25 17:06:51","withdraw"
"5c73be2c9e44fa06907a7e4d",-558,32091,"Approved order 5c73bc1c8d9166396db0ba56","TA","intrepidtours","00046688","2019-02-25 17:06:36","withdraw"
"5c73bc1c8d9166396db0ba57",0,32649,"Make an order for an approval","TA","intrepidtours","5c73bc1c8d9166396db0ba56","2019-02-25 16:57:48","tentative"
"5c73bbd98d9166396db0ba4f",0,32649,"Make an order for an approval","TA","intrepidtours","5c73bbd98d9166396db0ba4e","2019-02-25 16:56:41","tentative"
"5c73afc68d9166396db0ba03",0,32649,"Final settlement","TA","intrepidtours","00046192","2019-02-25 16:05:10","confirmed"
"5c73af1a9e44fa06907a7df0",-868,32649,"Approved order 5c734ecb9e44fa06907a7c1b","TA","intrepidtours","00046672","2019-02-25 16:02:18","withdraw"
"5c73ae8c9e44fa06907a7deb",-248,33517,"Approved order 5c734f448d9166396db0b82c","TA","intrepidtours","00046670","2019-02-25 15:59:56","withdraw"
"5c73ae379e44fa06907a7de6",-620,33765,"Approved order 5c735e199e44fa06907a7c82","TA","intrepidtours","00046669","2019-02-25 15:58:31","withdraw"
"5c73ae228d9166396db0b9eb",-259,34385,"Approved order 5c7395269e44fa06907a7d77","TA","intrepidtours","00046668","2019-02-25 15:58:10","withdraw"
"5c73adfd8d9166396db0b9e7",-372,34644,"Approved order 5c73ac838d9166396db0b9dc","TA","intrepidtours","00046667","2019-02-25 15:57:33","withdraw"
"5c73ade38d9166396db0b9e3",-744,35016,"Approved order 5c7395d98d9166396db0b98e","TA","intrepidtours","00046666","2019-02-25 15:57:07","withdraw"
"5c73ac838d9166396db0b9dd",0,35760,"Make an order for an approval","TA","intrepidtours","5c73ac838d9166396db0b9dc","2019-02-25 15:51:15","tentative"
"5c7395d98d9166396db0b98f",0,35760,"Make an order for an approval","TA","intrepidtours","5c7395d98d9166396db0b98e","2019-02-25 14:14:33","tentative"
"5c7395269e44fa06907a7d78",0,35760,"Make an order for an approval","TA","intrepidtours","5c7395269e44fa06907a7d77","2019-02-25 14:11:34","tentative"
"5c735e199e44fa06907a7c83",0,35760,"Make an order for an approval","TA","intrepidtours","5c735e199e44fa06907a7c82","2019-02-25 10:16:41","tentative"
"5c734f448d9166396db0b82d",0,35760,"Make an order for an approval","TA","intrepidtours","5c734f448d9166396db0b82c","2019-02-25 09:13:24","tentative"
"5c734ecb9e44fa06907a7c1c",0,35760,"Make an order for an approval","TA","intrepidtours","5c734ecb9e44fa06907a7c1b","2019-02-25 09:11:23","tentative"
"5c734c0e9e44fa06907a7c04",0,35760,"Final settlement","TA","intrepidtours","00046188","2019-02-25 08:59:42","confirmed"
"5c734bda8d9166396db0b657",0,35760,"Final settlement","TA","intrepidtours","00046187","2019-02-25 08:58:50","confirmed"
"5c734a718d9166396db0b64c",185,35760,"Update an order","TA","intrepidtours","00046187","2019-02-25 08:52:49","refund"
"5c73445d8d9166396db0b613",0,35575,"Final settlement","TA","intrepidtours","00046195","2019-02-25 08:26:53","confirmed"
"5c7220b88d9166396db0b324",0,35575,"Final settlement","TA","intrepidtours","00046200","2019-02-24 11:42:32","confirmed"
"5c71f9e08d9166396db0b29e",0,35575,"Final settlement","TA","intrepidtours","00045526","2019-02-24 08:56:48","confirmed"
"5c71f6ac9e44fa06907a772e",0,35575,"Final settlement","TA","intrepidtours","00046182","2019-02-24 08:43:08","confirmed"
"5c71f5cb9e44fa06907a7715",0,35575,"Final settlement","TA","intrepidtours","00046183","2019-02-24 08:39:23","confirmed"
"5c71ef238d9166396db0b212",0,35575,"Final settlement","TA","intrepidtours","00046184","2019-02-24 08:10:59","confirmed"
"5c71dbfe9e44fa06907a7596",0,35575,"Final settlement","TA","intrepidtours","00045704","2019-02-24 06:49:18","confirmed"
"5c71c5929e44fa06907a7572",0,35575,"Final settlement","TA","intrepidtours","00045524","2019-02-24 05:13:38","confirmed"
"5c70ce1a9e44fa06907a72c9",0,35575,"Final settlement","TA","intrepidtours","00045701","2019-02-23 11:37:46","confirmed"
"5c70a7839e44fa06907a7175",0,35575,"Final settlement","TA","intrepidtours","00046180","2019-02-23 08:53:07","confirmed"
"5c70a4168d9166396db0ace4",37,35575,"Update an order","TA","intrepidtours","00046180","2019-02-23 08:38:30","refund"
"5c707bd39e44fa06907a709e",0,35538,"Final settlement","TA","intrepidtours","00045806","2019-02-23 05:46:43","confirmed"
"5c6fd18d9e44fa06907a6fb6",-37,35538,"Update an order","TA","intrepidtours","00046187","2019-02-22 17:40:13","extra"
"5c6fc6dc9e44fa06907a6f8f",0,35575,"Final settlement","TA","intrepidtours","00045540","2019-02-22 16:54:36","confirmed"
"5c6fbc7f8d9166396db0aad6",-496,35575,"Approved order 5c6fb9a88d9166396db0aacc","TA","intrepidtours","00046200","2019-02-22 16:10:23","withdraw"
"5c6fbc599e44fa06907a6f4b",-496,36071,"Approved order 5c6fba509e44fa06907a6f37","TA","intrepidtours","00046199","2019-02-22 16:09:45","withdraw"
"5c6fba509e44fa06907a6f38",0,36567,"Make an order for an approval","TA","intrepidtours","5c6fba509e44fa06907a6f37","2019-02-22 16:01:04","tentative"
"5c6fb9a88d9166396db0aacd",0,36567,"Make an order for an approval","TA","intrepidtours","5c6fb9a88d9166396db0aacc","2019-02-22 15:58:16","tentative"
"5c6fb6bc8d9166396db0aac2",-744,36567,"Approved order 5c6f6edc9e44fa06907a6d33","TA","intrepidtours","00046195","2019-02-22 15:45:48","withdraw"
"5c6fb6b49e44fa06907a6f2a",-806,37311,"Approved order 5c6f6f228d9166396db0a727","TA","intrepidtours","00046194","2019-02-22 15:45:40","withdraw"
"5c6fb6859e44fa06907a6f27",-372,38117,"Approved order 5c6f6fbe8d9166396db0a72c","TA","intrepidtours","00046193","2019-02-22 15:44:53","withdraw"
"5c6fb66c9e44fa06907a6f24",-124,38489,"Approved order 5c6f81558d9166396db0a77f","TA","intrepidtours","00046192","2019-02-22 15:44:28","withdraw"
"5c6fb6078d9166396db0aabf",0,38613,"Final settlement","TA","intrepidtours","00045702","2019-02-22 15:42:47","confirmed"
"5c6fb0008d9166396db0aa95",-62,38613,"Approved order 5c6fa4039e44fa06907a6e9e","TA","intrepidtours","00046188","2019-02-22 15:17:04","withdraw"
"5c6fafec9e44fa06907a6f09",-296,38675,"Approved order 5c6fa3e08d9166396db0aa25","TA","intrepidtours","00046187","2019-02-22 15:16:44","withdraw"
"5c6faf088d9166396db0aa88",-74,38971,"Approved order 5c6fa37a9e44fa06907a6e95","TA","intrepidtours","00046184","2019-02-22 15:12:56","withdraw"
"5c6faefd9e44fa06907a6efe",-62,39045,"Approved order 5c6fa35b8d9166396db0aa23","TA","intrepidtours","00046183","2019-02-22 15:12:45","withdraw"
"5c6faee38d9166396db0aa82",-370,39107,"Approved order 5c6fa2999e44fa06907a6e83","TA","intrepidtours","00046182","2019-02-22 15:12:19","withdraw"
"5c6faeaa8d9166396db0aa7f",-444,39477,"Approved order 5c6fa22b9e44fa06907a6e7a","TA","intrepidtours","00046180","2019-02-22 15:11:22","withdraw"
"5c6fa4039e44fa06907a6e9f",0,39921,"Make an order for an approval","TA","intrepidtours","5c6fa4039e44fa06907a6e9e","2019-02-22 14:25:55","tentative"
"5c6fa3e08d9166396db0aa26",0,39921,"Make an order for an approval","TA","intrepidtours","5c6fa3e08d9166396db0aa25","2019-02-22 14:25:20","tentative"
"5c6fa37a9e44fa06907a6e96",0,39921,"Make an order for an approval","TA","intrepidtours","5c6fa37a9e44fa06907a6e95","2019-02-22 14:23:38","tentative"
"5c6fa35b8d9166396db0aa24",0,39921,"Make an order for an approval","TA","intrepidtours","5c6fa35b8d9166396db0aa23","2019-02-22 14:23:07","tentative"
"5c6fa2999e44fa06907a6e84",0,39921,"Make an order for an approval","TA","intrepidtours","5c6fa2999e44fa06907a6e83","2019-02-22 14:19:53","tentative"
"5c6fa22b9e44fa06907a6e7b",0,39921,"Make an order for an approval","TA","intrepidtours","5c6fa22b9e44fa06907a6e7a","2019-02-22 14:18:03","tentative"
"5c6f81558d9166396db0a780",0,39921,"Make an order for an approval","TA","intrepidtours","5c6f81558d9166396db0a77f","2019-02-22 11:57:57","tentative"
"5c6f6fbe8d9166396db0a72d",0,39921,"Make an order for an approval","TA","intrepidtours","5c6f6fbe8d9166396db0a72c","2019-02-22 10:42:54","tentative"
"5c6f6f228d9166396db0a728",0,39921,"Make an order for an approval","TA","intrepidtours","5c6f6f228d9166396db0a727","2019-02-22 10:40:18","tentative"
"5c6f6edc9e44fa06907a6d34",0,39921,"Make an order for an approval","TA","intrepidtours","5c6f6edc9e44fa06907a6d33","2019-02-22 10:39:08","tentative"
"5c6f500c8d9166396db0a62d",0,39921,"Final settlement","TA","intrepidtours","00045523","2019-02-22 08:27:40","confirmed"
"5c6f41869e44fa06907a6b23",0,39921,"Final settlement","TA","intrepidtours","00045796","2019-02-22 07:25:42","confirmed"
"5c6f409d9e44fa06907a6b1a",-50,39921,"Update an order","TA","intrepidtours","00045796","2019-02-22 07:21:49","extra"
"5c6f1fa58d9166396db0a4cc",0,39971,"Final settlement","TA","intrepidtours","00045703","2019-02-22 05:01:09","confirmed"
"5c6e2ebe9e44fa06907a67a4",0,39971,"Final settlement","TA","intrepidtours","00045527","2019-02-21 11:53:18","confirmed"
"5c6e0b048d9166396db0a0e5",-992,39971,"Approved order 5c6e0a809e44fa06907a66a0","TA","intrepidtours","00045806","2019-02-21 09:20:52","withdraw"
"5c6e0a809e44fa06907a66a1",0,40963,"Make an order for an approval","TA","intrepidtours","5c6e0a809e44fa06907a66a0","2019-02-21 09:18:40","tentative"
"5c6e00278d9166396db0a08e",0,40963,"Final settlement","TA","intrepidtours","00045522","2019-02-21 08:34:31","confirmed"
"5c6dfe899e44fa06907a661b",-74,40963,"Approved order 5c6dfb688d9166396db09f76","TA","intrepidtours","00045796","2019-02-21 08:27:37","withdraw"
"5c6dfb688d9166396db09f77",0,41037,"Make an order for an approval","TA","intrepidtours","5c6dfb688d9166396db09f76","2019-02-21 08:14:16","tentative"
"5c6dfb358d9166396db09f74",0,41037,"Final settlement","TA","intrepidtours","00045722","2019-02-21 08:13:25","confirmed"
"5c6dfaba8d9166396db09f69",0,41037,"Final settlement","TA","intrepidtours","00045724","2019-02-21 08:11:22","confirmed"
"5c6dfa798d9166396db09f64",124,41037,"Update an order","TA","intrepidtours","00045522","2019-02-21 08:10:17","refund"
"5c6dcf758d9166396db09e71",0,40913,"Final settlement","TA","intrepidtours","00045519","2019-02-21 05:06:45","confirmed"
"5c6dcf359e44fa06907a640c",37,40913,"Update an order","TA","intrepidtours","00045519","2019-02-21 05:05:41","refund"
"5c6d26688d9166396db09d7b",-111,40876,"Approved order 5c6d141c8d9166396db09d13","TA","intrepidtours","00045726","2019-02-20 17:05:28","withdraw"
"5c6d264c9e44fa06907a631d",-124,40987,"Approved order 5c6d13d29e44fa06907a62a1","TA","intrepidtours","00045724","2019-02-20 17:05:00","withdraw"
"5c6d26319e44fa06907a6315",-296,41111,"Approved order 5c6d13928d9166396db09d0f","TA","intrepidtours","00045722","2019-02-20 17:04:33","withdraw"
"5c6d14478d9166396db09d16",74,41407,"Final ticket change","TA","intrepidtours","00045538","2019-02-20 15:48:07","confirm_refund"
"5c6d141c8d9166396db09d14",0,41333,"Make an order for an approval","TA","intrepidtours","5c6d141c8d9166396db09d13","2019-02-20 15:47:24","tentative"
"5c6d13d29e44fa06907a62a2",0,41333,"Make an order for an approval","TA","intrepidtours","5c6d13d29e44fa06907a62a1","2019-02-20 15:46:10","tentative"
"5c6d13928d9166396db09d10",0,41333,"Make an order for an approval","TA","intrepidtours","5c6d13928d9166396db09d0f","2019-02-20 15:45:06","tentative"
"5c6d104f9e44fa06907a628e",-558,41333,"Approved order 5c6cb1de7424190b87d88aab","TA","intrepidtours","00045704","2019-02-20 15:31:11","withdraw"
"5c6d10399e44fa06907a628b",-682,41891,"Approved order 5c6d014f8d9166396db09ca6","TA","intrepidtours","00045703","2019-02-20 15:30:49","withdraw"
"5c6d10149e44fa06907a6288",-124,42573,"Approved order 5c6d0a689e44fa06907a6273","TA","intrepidtours","00045702","2019-02-20 15:30:12","withdraw"
"5c6d0ffa8d9166396db09d01",-124,42697,"Approved order 5c6d0a969e44fa06907a6275","TA","intrepidtours","00045701","2019-02-20 15:29:46","withdraw"
"5c6d0a969e44fa06907a6276",0,42821,"Make an order for an approval","TA","intrepidtours","5c6d0a969e44fa06907a6275","2019-02-20 15:06:46","tentative"
"5c6d0a689e44fa06907a6274",0,42821,"Make an order for an approval","TA","intrepidtours","5c6d0a689e44fa06907a6273","2019-02-20 15:06:00","tentative"
"5c6d014f8d9166396db09ca7",0,42821,"Make an order for an approval","TA","intrepidtours","5c6d014f8d9166396db09ca6","2019-02-20 14:27:11","tentative"
"5c6cb43e9e44fa06907a605b",0,42821,"Final settlement","TA","intrepidtours","00045521","2019-02-20 08:58:22","confirmed"
"5c6cb3b17424190b87d88ac4",0,42821,"Final settlement","TA","intrepidtours","00045520","2019-02-20 08:56:01","confirmed"
"5c6cb3639e44fa06907a6051",0,42821,"Final settlement","TA","intrepidtours","00045525","2019-02-20 08:54:43","confirmed"
"5c6cb1de7424190b87d88aac",0,42821,"Make an order for an approval","TA","intrepidtours","5c6cb1de7424190b87d88aab","2019-02-20 08:48:14","tentative"
"5c6cb0a09e44fa06907a6016",-186,42821,"Agent voucher expense","TA","intrepidtours","V00005334","2019-02-20 08:42:56","voucher_expense"
"5c6cb08e7424190b87d88a96",-992,43007,"Agent voucher expense","TA","intrepidtours","V00005333","2019-02-20 08:42:38","voucher_expense"
"5c6cb07d7424190b87d88a94",-222,43999,"Agent voucher expense","TA","intrepidtours","V00005332","2019-02-20 08:42:21","voucher_expense"
"5c6c82de9e44fa06907a5ede",37,44221,"Final ticket change","TA","intrepidtours","00045539","2019-02-20 05:27:42","confirm_refund"
"5c6be41f9e44fa06907a5e56",-1116,44184,"Approved order 5c6bc7887424190b87d888cf","TA","intrepidtours","00045540","2019-02-19 18:10:23","withdraw"
"5c6be4047424190b87d88906",-222,45300,"Approved order 5c6be1c19e44fa06907a5e48","TA","intrepidtours","00045539","2019-02-19 18:09:56","withdraw"
"5c6be3e87424190b87d88903",-222,45522,"Approved order 5c6be31b9e44fa06907a5e4e","TA","intrepidtours","00045538","2019-02-19 18:09:28","withdraw"
"5c6be31b9e44fa06907a5e4f",0,45744,"Make an order for an approval","TA","intrepidtours","5c6be31b9e44fa06907a5e4e","2019-02-19 18:06:03","tentative"
"5c6be1c19e44fa06907a5e49",0,45744,"Make an order for an approval","TA","intrepidtours","5c6be1c19e44fa06907a5e48","2019-02-19 18:00:17","tentative"
"5c6bc7887424190b87d888d0",0,45744,"Make an order for an approval","TA","intrepidtours","5c6bc7887424190b87d888cf","2019-02-19 16:08:24","tentative"
"5c6bc5799e44fa06907a5dfd",-558,45744,"Approved order 5c6bc3777424190b87d888c2","TA","intrepidtours","00045527","2019-02-19 15:59:37","withdraw"
"5c6bc5609e44fa06907a5dfa",-992,46302,"Approved order 5c6bc0579e44fa06907a5de9","TA","intrepidtours","00045526","2019-02-19 15:59:12","withdraw"
"5c6bc53d9e44fa06907a5df7",-620,47294,"Approved order 5c6bc0187424190b87d888b2","TA","intrepidtours","00045525","2019-02-19 15:58:37","withdraw"
"5c6bc50d7424190b87d888c8",-296,47914,"Approved order 5c6bb9bb9e44fa06907a5dc6","TA","intrepidtours","00045524","2019-02-19 15:57:49","withdraw"
"5c6bc48a9e44fa06907a5df4",-806,48210,"Approved order 5c6bbb237424190b87d88899","TA","intrepidtours","00045523","2019-02-19 15:55:38","withdraw"
"5c6bc4467424190b87d888c4",-682,49016,"Approved order 5c6bba719e44fa06907a5dcb","TA","intrepidtours","00045522","2019-02-19 15:54:30","withdraw"
"5c6bc3777424190b87d888c3",0,49698,"Make an order for an approval","TA","intrepidtours","5c6bc3777424190b87d888c2","2019-02-19 15:51:03","tentative"
"5c6bc1739e44fa06907a5dec",-248,49698,"Approved order 5c6bc1427424190b87d888bb","TA","intrepidtours","00045521","2019-02-19 15:42:27","withdraw"
"5c6bc1427424190b87d888bc",0,49946,"Make an order for an approval","TA","intrepidtours","5c6bc1427424190b87d888bb","2019-02-19 15:41:38","tentative"
"5c6bc1007424190b87d888b8",-37,49946,"Approved order 5c6bbfe47424190b87d888ae","TA","intrepidtours","00045520","2019-02-19 15:40:32","withdraw"
"5c6bc0c77424190b87d888b4",-370,49983,"Approved order 5c6bb8dc7424190b87d88889","TA","intrepidtours","00045519","2019-02-19 15:39:35","withdraw"
"5c6bc0579e44fa06907a5dea",0,50353,"Make an order for an approval","TA","intrepidtours","5c6bc0579e44fa06907a5de9","2019-02-19 15:37:43","tentative"
"5c6bc0187424190b87d888b3",0,50353,"Make an order for an approval","TA","intrepidtours","5c6bc0187424190b87d888b2","2019-02-19 15:36:40","tentative"
"5c6bbfe47424190b87d888af",0,50353,"Make an order for an approval","TA","intrepidtours","5c6bbfe47424190b87d888ae","2019-02-19 15:35:48","tentative"
"5c6bbb237424190b87d8889a",0,50353,"Make an order for an approval","TA","intrepidtours","5c6bbb237424190b87d88899","2019-02-19 15:15:31","tentative"
"5c6bba719e44fa06907a5dcc",0,50353,"Make an order for an approval","TA","intrepidtours","5c6bba719e44fa06907a5dcb","2019-02-19 15:12:33","tentative"
"5c6bb9bb9e44fa06907a5dc7",0,50353,"Make an order for an approval","TA","intrepidtours","5c6bb9bb9e44fa06907a5dc6","2019-02-19 15:09:31","tentative"
"5c6bb8dc7424190b87d8888a",0,50353,"Make an order for an approval","TA","intrepidtours","5c6bb8dc7424190b87d88889","2019-02-19 15:05:48","tentative"
"5c6a6fb47424190b87d88227",-992,50353,"Agent voucher expense","TA","intrepidtours","V00005308","2019-02-18 15:41:24","voucher_expense"
"5c6a6fa47424190b87d88225",-806,51345,"Update agent voucher expense","TA","intrepidtours","V00005307","2019-02-18 15:41:08","voucher_expense"
"5c6a6f999e44fa06907a5877",-992,52151,"Agent voucher expense","TA","intrepidtours","V00005307","2019-02-18 15:40:57","voucher_expense"
"5c6a6f8b7424190b87d88224",-148,53143,"Agent voucher expense","TA","intrepidtours","V00005306","2019-02-18 15:40:43","voucher_expense"
"5c6a6f807424190b87d88222",-74,53291,"Agent voucher expense","TA","intrepidtours","V00005305","2019-02-18 15:40:32","voucher_expense"
"5c69295b7424190b87d87d60",-372,53365,"Agent voucher expense","TA","intrepidtours","V00005279","2019-02-17 16:28:59","voucher_expense"
"5c69294b9e44fa06907a5401",-74,53737,"Agent voucher expense","TA","intrepidtours","V00005278","2019-02-17 16:28:43","voucher_expense"
"5c68c09a7424190b87d87bca",124,53811,"Update agent voucher expense","TA","intrepidtours","V00005248","2019-02-17 09:02:02","voucher_expense"
"5c68c0979e44fa06907a5275",-124,53687,"Agent voucher expense","TA","intrepidtours","V00005271","2019-02-17 09:01:59","voucher_expense"
"5c68c01d9e44fa06907a5265",124,53811,"Update agent voucher expense","TA","intrepidtours","V00005243","2019-02-17 08:59:57","voucher_expense"
"5c68c01a7424190b87d87bc2",186,53687,"Update agent voucher expense","TA","intrepidtours","V00005247","2019-02-17 08:59:54","voucher_expense"
"5c68c0179e44fa06907a5264",124,53501,"Update agent voucher expense","TA","intrepidtours","V00005246","2019-02-17 08:59:51","voucher_expense"
"5c68c0127424190b87d87bc1",186,53377,"Update agent voucher expense","TA","intrepidtours","V00005245","2019-02-17 08:59:46","voucher_expense"
"5c68c00f9e44fa06907a5263",186,53191,"Update agent voucher expense","TA","intrepidtours","V00005244","2019-02-17 08:59:43","voucher_expense"
"5c68c0087424190b87d87bc0",-13,53005,"Update agent voucher expense","TA","intrepidtours","V00005248","2019-02-17 08:59:36","voucher_expense"
"5c67c5297424190b87d878a9",-111,53018,"Agent voucher expense","TA","intrepidtours","V00005248","2019-02-16 15:09:13","voucher_expense"
"5c67c51a9e44fa06907a4f21",-186,53129,"Agent voucher expense","TA","intrepidtours","V00005247","2019-02-16 15:08:58","voucher_expense"
"5c67c50b7424190b87d878a7",-124,53315,"Update agent voucher expense","TA","intrepidtours","V00005244","2019-02-16 15:08:43","voucher_expense"
"5c67c5049e44fa06907a4f1f",-124,53439,"Agent voucher expense","TA","intrepidtours","V00005246","2019-02-16 15:08:36","voucher_expense"
"5c67c4f79e44fa06907a4f1d",-124,53563,"Update agent voucher expense","TA","intrepidtours","V00005245","2019-02-16 15:08:23","voucher_expense"
"5c67c4e87424190b87d878a6",-62,53687,"Agent voucher expense","TA","intrepidtours","V00005245","2019-02-16 15:08:08","voucher_expense"
"5c67c4db9e44fa06907a4f1c",-62,53749,"Agent voucher expense","TA","intrepidtours","V00005244","2019-02-16 15:07:55","voucher_expense"
"5c67c4b47424190b87d878a1",-124,53811,"Agent voucher expense","TA","intrepidtours","V00005243","2019-02-16 15:07:16","voucher_expense"
"5c6765359e44fa06907a4c2e",-992,53935,"Update agent voucher expense","TA","intrepidtours","V00005221","2019-02-16 08:19:49","voucher_expense"
"5c6677269e44fa06907a495b",-1178,54927,"Agent voucher expense","TA","intrepidtours","V00005223","2019-02-15 15:24:06","voucher_expense"
"5c6677189e44fa06907a4959",-868,56105,"Agent voucher expense","TA","intrepidtours","V00005222","2019-02-15 15:23:52","voucher_expense"
